32,0.3125,0,-0,0,-0,0,360,0,360
33,0.33203125,-0.090087890625,-0.828125,0.972412109375,0.265625,0.5,0.5,34.5,35.5
34,0.4013671875,-0.090087890625,-0.828125,0.972412109375,0.265625,35.5,0.5,69.5,35.5
35,0.7275390625,-0.090087890625,-0.828125,0.972412109375,0.265625,70.5,0.5,104.5,35.5
36,0.5458984375,-0.090087890625,-0.828125,0.972412109375,0.265625,105.5,0.5,139.5,35.5
37,0.9765625,-0.090087890625,-0.828125,0.972412109375,0.265625,140.5,0.5,174.5,35.5
38,0.673828125,-0.090087890625,-0.828125,0.972412109375,0.265625,175.5,0.5,209.5,35.5
39,0.2109375,-0.090087890625,-0.828125,0.972412109375,0.265625,210.5,0.5,244.5,35.5
40,0.3828125,-0.090087890625,-0.828125,0.972412109375,0.265625,245.5,0.5,279.5,35.5
41,0.3828125,-0.090087890625,-0.828125,0.972412109375,0.265625,280.5,0.5,314.5,35.5
42,0.5458984375,-0.090087890625,-0.828125,0.972412109375,0.265625,315.5,0.5,349.5,35.5
43,0.7275390625,-0.090087890625,-0.828125,0.972412109375,0.265625,0.5,36.5,34.5,71.5
44,0.302734375,-0.090087890625,-0.828125,0.972412109375,0.265625,35.5,36.5,69.5,71.5
45,0.36328125,-0.090087890625,-0.828125,0.972412109375,0.265625,70.5,36.5,104.5,71.5
46,0.302734375,-0.090087890625,-0.828125,0.972412109375,0.265625,105.5,36.5,139.5,71.5
47,0.38232421875,-0.090087890625,-0.828125,0.972412109375,0.265625,140.5,36.5,174.5,71.5
48,0.5458984375,-0.090087890625,-0.828125,0.972412109375,0.265625,175.5,36.5,209.5,71.5
49,0.5458984375,-0.090087890625,-0.828125,0.972412109375,0.265625,210.5,36.5,244.5,71.5
50,0.5458984375,-0.090087890625,-0.828125,0.972412109375,0.265625,245.5,36.5,279.5,71.5
51,0.5458984375,-0.090087890625,-0.828125,0.972412109375,0.265625,280.5,36.5,314.5,71.5
52,0.5458984375,-0.090087890625,-0.828125,0.972412109375,0.265625,315.5,36.5,349.5,71.5
53,0.5458984375,-0.090087890625,-0.828125,0.972412109375,0.265625,0.5,72.5,34.5,107.5
54,0.5458984375,-0.090087890625,-0.828125,0.972412109375,0.265625,35.5,72.5,69.5,107.5
55,0.5458984375,-0.090087890625,-0.828125,0.972412109375,0.265625,70.5,72.5,104.5,107.5
56,0.5458984375,-0.090087890625,-0.828125,0.972412109375,0.265625,105.5,72.5,139.5,107.5
57,0.5458984375,-0.090087890625,-0.828125,0.972412109375,0.265625,140.5,72.5,174.5,107.5
58,0.353515625,-0.090087890625,-0.828125,0.972412109375,0.265625,175.5,72.5,209.5,107.5
59,0.353515625,-0.090087890625,-0.828125,0.972412109375,0.265625,210.5,72.5,244.5,107.5
60,0.7275390625,-0.090087890625,-0.828125,0.972412109375,0.265625,245.5,72.5,279.5,107.5
61,0.7275390625,-0.090087890625,-0.828125,0.972412109375,0.265625,280.5,72.5,314.5,107.5
62,0.7275390625,-0.090087890625,-0.828125,0.972412109375,0.265625,315.5,72.5,349.5,107.5
63,0.4736328125,-0.090087890625,-0.828125,0.972412109375,0.265625,0.5,108.5,34.5,143.5
64,0.9091796875,-0.090087890625,-0.828125,0.972412109375,0.265625,35.5,108.5,69.5,143.5
65,0.599609375,-0.090087890625,-0.828125,0.972412109375,0.265625,70.5,108.5,104.5,143.5
66,0.58935546875,-0.090087890625,-0.828125,0.972412109375,0.265625,105.5,108.5,139.5,143.5
67,0.6005859375,-0.090087890625,-0.828125,0.972412109375,0.265625,140.5,108.5,174.5,143.5
68,0.67822265625,-0.090087890625,-0.828125,0.972412109375,0.265625,175.5,108.5,209.5,143.5
69,0.56103515625,-0.090087890625,-0.828125,0.972412109375,0.265625,210.5,108.5,244.5,143.5
70,0.521484375,-0.090087890625,-0.828125,0.972412109375,0.265625,245.5,108.5,279.5,143.5
71,0.66748046875,-0.090087890625,-0.828125,0.972412109375,0.265625,280.5,108.5,314.5,143.5
72,0.67529296875,-0.090087890625,-0.828125,0.972412109375,0.265625,315.5,108.5,349.5,143.5
73,0.373046875,-0.090087890625,-0.828125,0.972412109375,0.265625,0.5,144.5,34.5,179.5
74,0.41650390625,-0.090087890625,-0.828125,0.972412109375,0.265625,35.5,144.5,69.5,179.5
75,0.587890625,-0.090087890625,-0.828125,0.972412109375,0.265625,70.5,144.5,104.5,179.5
76,0.49755859375,-0.090087890625,-0.828125,0.972412109375,0.265625,105.5,144.5,139.5,179.5
77,0.7705078125,-0.090087890625,-0.828125,0.972412109375,0.265625,140.5,144.5,174.5,179.5
78,0.66748046875,-0.090087890625,-0.828125,0.972412109375,0.265625,175.5,144.5,209.5,179.5
79,0.70751953125,-0.090087890625,-0.828125,0.972412109375,0.265625,210.5,144.5,244.5,179.5
80,0.55126953125,-0.090087890625,-0.828125,0.972412109375,0.265625,245.5,144.5,279.5,179.5
